Source;Target
BD.FF.004;IS.CC.005
BD.FF.004;LD.GG.003
BD.FF.004;LD.GG.004
BD.FF.004;PS.GG.016
BD.FF.004;SI.AA.001
BD.GG.001;BD.GG.002
BD.GG.001;BD.GG.003
BD.GG.001;BD.GG.004
BD.GG.002;BD.GG.001
BD.GG.002;DP.BB.006
BD.GG.002;DS.BB.009
BD.GG.003;AB.BB.009
BD.GG.003;BD.GG.001
BD.GG.003;BD.GG.004
BD.GG.003;BD.HH.004
BD.GG.003;DS.BB.009
BD.GG.003;DS.HH.002
BD.GG.003;QD.AA.001
BD.GG.003;SI.AA.010
BD.GG.004;BD.GG.001
BD.GG.004;BD.GG.003
BD.GG.004;DS.BB.009
BD.GG.004;LD.GG.009
BD.GG.004;PS.BB.009
BD.GG.004;SI.AA.010
BD.GG.004;TL.HH.003
BD.GG.004;TS.AA.013
BD.HH.001;AB.EE.002
BD.HH.001;BD.HH.002
BD.HH.001;BD.HH.003
BD.HH.001;BD.HH.004
BD.HH.001;BD.HH.005
BD.HH.001;BD.HH.006
BD.HH.001;BD.HH.007
BD.HH.002;AB.BB.001
BD.HH.002;AB.BB.003
BD.HH.002;AB.BB.004
BD.HH.002;AB.DD.001
BD.HH.002;AB.GG.004
BD.HH.002;BD.HH.003
BD.HH.002;BD.HH.004
BD.HH.002;BD.II.002
BD.HH.002;BD.II.004
BD.HH.002;BD.JJ.001
BD.HH.002;BD.JJ.002
BD.HH.002;DS.AA.002
BD.HH.002;DS.JJ.003
BD.HH.002;DS.KK.002
BD.HH.002;DS.KK.003
BD.HH.002;DS.KK.005
BD.HH.002;IS.CC.006
BD.HH.002;KD.DD.002
BD.HH.002;KD.DD.003
BD.HH.002;KD.EE.002
BD.HH.002;KD.FF.003
BD.HH.002;KD.GG.001
BD.HH.002;MS.BB.001
BD.HH.002;PS.GG.019
BD.HH.002;TL.BB.005
BD.HH.002;TL.CC.005
BD.HH.002;TL.CC.006
BD.HH.002;TL.DD.005
BD.HH.002;TL.LL.001
BD.HH.002;TS.AA.000
BD.HH.002;TS.AA.007
BD.HH.002;TS.AA.013
BD.HH.003;AB.DD.001
BD.HH.003;AB.DD.006
BD.HH.003;AB.GG.004
BD.HH.003;AB.GG.005
BD.HH.003;BD.AA.007
BD.HH.003;BD.HH.004
BD.HH.003;DS.EE.001
BD.HH.003;LD.GG.003
BD.HH.003;PS.GG.019
BD.HH.003;TS.AA.006
BD.HH.004;AB.DD.001
BD.HH.004;AB.DD.003
BD.HH.004;AB.DD.007
BD.HH.004;BD.AA.007
BD.HH.004;BD.HH.002
BD.HH.004;BD.HH.003
BD.HH.004;BD.HH.005
BD.HH.004;DS.AA.001
BD.HH.004;DS.BB.006
BD.HH.004;KD.GG.006
BD.HH.004;LD.GG.001
BD.HH.004;MR.AA.006
BD.HH.004;MS.CC.006
BD.HH.004;SI.AA.010
BD.HH.004;TS.AA.004
BD.HH.004;TS.AA.013
BD.HH.005;AB.DD.001
BD.HH.005;AB.DD.008
BD.HH.005;AB.EE.002
BD.HH.005;BD.HH.004
BD.HH.005;DS.BB.006
BD.HH.005;KD.GG.006
BD.HH.005;PS.FF.003
BD.HH.005;TL.GG.012
BD.HH.006;AB.BB.005
BD.HH.006;AB.DD.002
BD.HH.006;AB.DD.003
BD.HH.006;AB.DD.007
BD.HH.006;AB.GG.004
BD.HH.006;AB.GG.005
BD.HH.006;BD.AA.007
BD.HH.006;BD.HH.003
BD.HH.006;BD.HH.004
BD.HH.006;BD.HH.005
BD.HH.006;DS.BB.006
BD.HH.006;DS.BB.007
BD.HH.006;DS.HH.002
BD.HH.006;KD.GG.006
BD.HH.007;BD.AA.006
BD.HH.007;BD.JJ.002
BD.HH.007;DS.KK.004
BD.HH.007;PS.EE.002
BD.HH.007;TL.GG.012
BD.HH.007;TL.HH.003
BD.HH.007;TL.HH.004
BD.HH.007;TL.HH.010
BD.II.002;AB.BB.009
BD.II.002;BD.HH.001
BD.II.002;BD.II.003
BD.II.002;BD.II.004
BD.II.002;BD.II.005
BD.II.002;BD.II.006
BD.II.002;BM.DD.005
BD.II.002;DS.AA.001
BD.II.002;DS.KK.005
BD.II.002;KD.DD.003
BD.II.002;TS.AA.004
BD.II.002;TS.AA.009
BD.II.003;AB.BB.008
BD.II.003;BD.II.004
BD.II.003;BD.II.005
BD.II.003;BM.DD.005
BD.II.003;KD.FF.003
BD.II.003;LD.AA.000
BD.II.003;LD.AA.006
BD.II.003;LD.AA.007
BD.II.003;LD.EE.003
BD.II.003;LD.FF.004
BD.II.003;SI.AA.003
BD.II.003;TL.CC.002
BD.II.003;TL.EE.006
BD.II.003;TL.HH.010
BD.II.003;TL.II.001
BD.II.003;TS.AA.011
BD.II.004;AB.BB.009
BD.II.004;BD.GG.001
BD.II.004;BD.II.005
BD.II.004;BM.AA.013
BD.II.004;BM.DD.005
BD.II.004;ER.CC.001
BD.II.004;ER.FF.001
BD.II.004;PS.GG.008
BD.II.004;SI.AA.007
BD.II.004;SI.AA.010
BD.II.004;TL.EE.003
BD.II.004;TL.HH.003
BD.II.004;TL.HH.006
BD.II.005;BA.AA.000
BD.II.005;BD.AA.004
BD.II.005;BD.II.004
BD.II.005;BM.AA.013
BD.II.005;BM.DD.005
BD.II.005;KD.BB.002
BD.II.005;KD.FF.001
BD.II.005;KD.FF.003
BD.II.005;LD.AA.000
BD.II.005;LD.FF.004
BD.II.005;LD.FF.007
BD.II.005;TL.CC.005
BD.II.005;TL.HH.008
BD.II.005;TL.HH.010
BD.II.006;BD.II.003
BD.II.006;BM.DD.005
BD.II.006;ER.EE.001
BD.II.006;FT.HH.001
BD.II.006;KD.FF.016
BD.II.006;TL.DD.002
BD.II.006;TL.EE.005
BD.JJ.001;BD.AA.006
BD.JJ.001;BD.HH.004
BD.JJ.001;BD.JJ.003
BD.JJ.001;DS.KK.004
BD.JJ.001;KD.DD.003
BD.JJ.001;KD.EE.002
BD.JJ.001;KD.FF.001
BD.JJ.001;KD.FF.003
BD.JJ.001;TL.CC.005
BD.JJ.001;TL.EE.006
BD.JJ.001;TL.HH.004
BD.JJ.001;TL.HH.010
BD.JJ.001;TL.HH.011
BD.JJ.002;AB.GG.004
BD.JJ.002;AB.GG.006
BD.JJ.002;BD.AA.006
BD.JJ.002;DD.AA.001
BD.JJ.002;DS.KK.002
BD.JJ.002;KD.JJ.001
BD.JJ.003;BD.JJ.002
BD.JJ.003;CH.BB.002
BD.JJ.003;IS.CC.004
BD.JJ.003;TL.CC.005
BM.AA.000;BD.EE.005
BM.AA.000;BM.AA.001
BM.AA.000;BM.AA.002
BM.AA.000;BM.AA.003
BM.AA.000;BM.AA.004
BM.AA.000;BM.AA.005
BM.AA.000;BM.AA.006
BM.AA.000;BM.AA.007
BM.AA.000;BM.AA.008
BM.AA.000;BM.AA.009
BM.AA.000;BM.AA.010
BM.AA.000;BM.AA.011
BM.AA.000;BM.AA.012
BM.AA.000;BM.AA.013
BM.AA.000;BM.AA.014
BM.AA.000;BM.AA.015
BM.AA.000;BM.BB.001
BM.AA.000;BM.CC.001
BM.AA.000;BM.CC.002
BM.AA.000;BM.CC.003
BM.AA.000;BM.CC.004
BM.AA.000;BM.DD.002
BM.AA.000;BM.DD.003
BM.AA.000;BM.DD.004
BM.AA.000;BM.DD.005
BM.AA.000;BM.DD.006
BM.AA.000;BM.DD.007
BM.AA.000;BM.DD.008
BM.AA.000;KD.FF.009
BM.AA.000;KD.HH.008
BM.AA.000;LD.BB.001
BM.AA.000;PS.CC.002
BM.AA.001;BM.AA.002
BM.AA.001;KD.EE.001
BM.AA.001;KD.HH.006
BM.AA.001;LD.AA.000
BM.AA.001;LD.AA.004
BM.AA.002;BM.AA.003
BM.AA.002;BM.AA.009
BM.AA.002;DS.KK.007
BM.AA.002;KD.BB.007
BM.AA.002;LD.EE.002
BM.AA.002;LD.EE.003
BM.AA.002;SI.BB.003
BM.AA.002;TL.BB.002
BM.AA.002;TL.BB.003
BM.AA.002;TL.BB.004
BM.AA.002;TL.BB.005
BM.AA.002;TL.BB.006
BM.AA.002;TL.BB.007
BM.AA.002;TL.BB.008
BM.AA.002;TL.CC.002
BM.AA.003;BD.JJ.003
BM.AA.003;BM.AA.002
BM.AA.003;BM.AA.004
BM.AA.003;KD.DD.002
BM.AA.003;LD.AA.009
BM.AA.003;TL.HH.003
BM.AA.004;BM.AA.005
BM.AA.004;DS.KK.004
BM.AA.004;ER.FF.001
BM.AA.004;KD.FF.010
BM.AA.004;KD.FF.021
BM.AA.004;SI.BB.001
BM.AA.005;AB.EE.002
BM.AA.005;BD.AA.008
BM.AA.005;BD.HH.001
BM.AA.005;BM.AA.004
BM.AA.005;BM.AA.006
BM.AA.005;BM.AA.007
BM.AA.005;BM.AA.011
BM.AA.005;MS.BB.001
BM.AA.005;TL.CC.005
BM.AA.005;TL.DD.002
BM.AA.005;TL.GG.007
BM.AA.005;TL.HH.010
BM.AA.005;TS.AA.011
BM.AA.006;BM.AA.003
BM.AA.006;BM.AA.007
BM.AA.006;BM.AA.008
BM.AA.006;BM.AA.009
BM.AA.006;ER.FF.001
BM.AA.006;HB.AA.016
BM.AA.007;BM.AA.002
BM.AA.007;BM.AA.008
BM.AA.007;DD.AA.007
BM.AA.007;ER.FF.001
BM.AA.007;HB.AA.007
BM.AA.007;KD.DD.001
BM.AA.007;KD.FF.001
BM.AA.007;KD.FF.017
BM.AA.007;TL.CC.002
BM.AA.007;TL.EE.003
BM.AA.007;TL.EE.004
BM.AA.008;AB.BB.008
BM.AA.008;BM.AA.000
BM.AA.008;ER.EE.005
BM.AA.008;ER.EE.007
BM.AA.008;ER.FF.001
BM.AA.008;HB.AA.016
BM.AA.008;IS.BB.009
BM.AA.008;KD.LL.002
BM.AA.008;LD.AA.000
BM.AA.008;PD.BB.000
BM.AA.008;SI.BB.001
BM.AA.008;SI.BB.006
BM.AA.008;TL.II.002
BM.AA.008;TL.II.007
BM.AA.008;TL.II.014
BM.AA.009;BM.AA.007
BM.AA.009;BM.BB.001
BM.AA.009;BM.DD.004
BM.AA.009;KD.AA.000
BM.AA.009;TL.BB.000
BM.AA.010;AB.DD.001
BM.AA.010;AB.DD.006
BM.AA.010;AB.DD.007
BM.AA.010;BD.HH.001
BM.AA.010;BD.II.005
BM.AA.010;BM.AA.013
BM.AA.010;BM.BB.001
BM.AA.010;MR.AA.000
BM.AA.010;MR.AA.007
BM.AA.010;MS.BB.001
BM.AA.010;TL.JJ.011
BM.AA.010;TL.LL.001
BM.AA.010;TL.LL.004
BM.AA.011;AB.BB.003
BM.AA.011;TL.JJ.009
BM.AA.012;BM.AA.013
BM.AA.012;BM.DD.005
BM.AA.012;DS.BB.001
BM.AA.012;FT.BB.001
BM.AA.012;KD.FF.010
BM.AA.012;KD.GG.006
BM.AA.012;LD.AA.000
BM.AA.012;LD.GG.001
BM.AA.012;SI.AA.006
BM.AA.012;TL.EE.005
BM.AA.012;TL.GG.004
BM.AA.012;TL.HH.003
BM.AA.012;TL.JJ.012
BM.AA.013;BM.AA.005
BM.AA.013;BM.AA.007
BM.AA.013;BM.AA.008
BM.AA.013;BM.AA.012
BM.AA.013;BM.BB.001
BM.AA.013;BM.DD.005
BM.AA.013;DS.BB.001
BM.AA.013;KD.FF.001
BM.AA.013;KD.JJ.006
BM.AA.013;LD.AA.000
BM.AA.013;LD.GG.009
BM.AA.013;SI.AA.011
BM.AA.013;TL.HH.006
BM.AA.013;TS.AA.010
BM.AA.014;AB.BB.009
BM.AA.014;LD.AA.000
BM.AA.014;TL.EE.007
BM.AA.014;TL.EE.011
BM.AA.014;TL.GG.007
BM.AA.014;TL.II.001
BM.AA.014;TL.JJ.003
BM.AA.014;TL.KK.002
BM.AA.015;BC.AA.006
BM.AA.015;BD.AA.008
BM.AA.015;BM.AA.005
BM.AA.015;BM.AA.013
BM.AA.015;KD.DD.002
BM.AA.015;KD.JJ.006
BM.AA.015;LD.AA.000
BM.AA.015;PS.JJ.003
BM.AA.015;TL.CC.002
BM.AA.015;TL.HH.010
BM.AA.015;TL.II.001
BM.AA.015;TS.AA.009
BM.BB.001;BM.BB.002
BM.BB.001;BM.BB.003
BM.BB.001;BM.BB.004
BM.BB.001;DS.KK.007
BM.BB.002;BM.BB.003
BM.BB.002;DS.KK.007
BM.BB.002;KD.HH.003
BM.BB.002;TL.BB.004
BM.BB.003;AB.AA.000
BM.BB.003;BM.AA.007
BM.BB.003;DS.BB.006
BM.BB.003;DS.KK.007
BM.BB.003;PS.FF.003
BM.BB.003;TL.BB.004
BM.BB.003;TL.EE.003
BM.BB.003;TL.EE.007
BM.BB.003;TL.GG.007
BM.BB.004;KD.DD.002
BM.BB.004;KD.GG.006
BM.BB.004;PS.FF.003
BM.BB.004;PS.HH.002
BM.BB.004;TL.GG.002
BM.BB.004;TL.GG.012
BM.BB.004;TL.HH.010
BM.CC.001;BD.EE.005
BM.CC.001;BM.AA.008
BM.CC.001;BM.CC.002
BM.CC.001;BM.CC.003
BM.CC.001;BM.CC.004
BM.CC.001;BM.CC.005
BM.CC.001;BM.CC.006
BM.CC.001;BM.CC.007
BM.CC.001;LD.CC.007
BM.CC.001;LD.GG.008
BM.CC.001;PS.CC.002
BM.CC.001;PS.II.002
BM.CC.001;TL.JJ.002
BM.CC.002;ER.EE.002
BM.CC.002;LD.EE.002
BM.CC.002;PS.HH.001
BM.CC.002;TL.II.002
BM.CC.002;TL.II.008
BM.CC.003;AB.AA.000
BM.CC.003;BD.AA.007
BM.CC.003;BD.CC.001
BM.CC.003;BD.CC.005
BM.CC.003;IS.CC.005
BM.CC.003;KD.JJ.009
BM.CC.003;KD.LL.003
BM.CC.003;PS.AA.004
BM.CC.003;PS.GG.016
BM.CC.003;TS.AA.004
BM.CC.004;AB.BB.003
BM.CC.004;BD.CC.003
BM.CC.004;BD.HH.006
BM.CC.004;IS.BB.010
BM.CC.004;KD.JJ.002
BM.CC.004;KD.JJ.004
BM.CC.004;PS.KK.002
BM.CC.004;TL.II.013
BM.CC.005;HB.AA.000
BM.CC.005;KD.EE.001
BM.CC.005;TL.BB.003
BM.CC.005;TL.BB.004
BM.CC.005;TL.HH.006
BM.CC.006;BA.AA.004
BM.CC.006;BM.CC.004
BM.CC.006;CH.BB.003
BM.CC.006;CH.BB.005
BM.CC.006;CH.BB.006
BM.CC.006;DS.FF.006
BM.CC.006;FT.GG.001
BM.CC.006;IS.CC.004
BM.CC.006;TL.EE.003
BM.CC.006;TL.II.008
BM.CC.006;TL.II.012
BM.CC.007;AB.BB.001
BM.CC.007;AB.GG.004
BM.CC.007;BD.HH.004
BM.CC.007;BM.CC.002
BM.CC.007;DD.AA.001
BM.CC.007;DS.BB.001
BM.CC.007;KD.LL.002
BM.CC.007;PS.CC.002
BM.CC.007;PS.EE.002
BM.CC.007;QD.BB.002
BM.CC.007;TL.II.008
BM.DD.002;BM.AA.007
BM.DD.002;KD.FF.001
BM.DD.002;LD.CC.002
BM.DD.002;LD.GG.009
BM.DD.002;MS.BB.001
BM.DD.002;TL.HH.007
BM.DD.003;BD.HH.001
BM.DD.003;BM.AA.000
BM.DD.003;HB.AA.012
BM.DD.003;HB.AA.013
BM.DD.003;LD.CC.004
BM.DD.003;PS.FF.003
BM.DD.003;PS.GG.019
BM.DD.003;TL.BB.000
BM.DD.003;TL.CC.002
BM.DD.004;AB.BB.009
BM.DD.004;LD.GG.009
BM.DD.004;TS.AA.009
BM.DD.004;TS.AA.011
BM.DD.005;AB.BB.008
BM.DD.005;BD.II.004
BM.DD.005;BD.II.005
BM.DD.005;BM.AA.000
BM.DD.005;BM.DD.006
BM.DD.005;BM.DD.008
BM.DD.005;LD.FF.002
BM.DD.005;LD.FF.003
BM.DD.005;LD.FF.004
BM.DD.005;LD.FF.005
BM.DD.005;LD.FF.006
BM.DD.005;LD.FF.007
BM.DD.005;LD.FF.008
BM.DD.005;TL.CC.002
BM.DD.006;LD.EE.003
BM.DD.006;TL.CC.002
BM.DD.006;TL.EE.001
BM.DD.007;BC.AA.000
BM.DD.007;KD.FF.001
BM.DD.007;KD.HH.005
BM.DD.007;MS.BB.001
BM.DD.007;TL.EE.003
BM.DD.007;TL.EE.004
BM.DD.007;TL.GG.009
BM.DD.007;TL.HH.010
BM.DD.007;TL.JJ.006
BM.DD.007;TL.JJ.012
BM.DD.008;BM.AA.001
BM.DD.008;KD.HH.005
BM.DD.008;LD.GG.009
BM.DD.008;TL.BB.000
BM.DD.008;TL.BB.002
CH.AA.000;BD.AA.007
CH.AA.000;CH.AA.001
CH.AA.000;CH.AA.002
CH.AA.000;CH.AA.003
CH.AA.000;CH.AA.004
CH.AA.000;CH.AA.005
CH.AA.000;CH.BB.001
CH.AA.000;CH.BB.002
CH.AA.000;CH.BB.003
CH.AA.000;CH.BB.004
CH.AA.000;CH.BB.005
CH.AA.000;CH.BB.006
CH.AA.000;KD.II.002
CH.AA.000;KD.JJ.010
CH.AA.000;KD.JJ.011
CH.AA.000;PS.CC.002
CH.AA.000;PS.GG.004
CH.AA.000;PS.GG.006
CH.AA.000;PS.II.007
CH.AA.000;SI.CC.003
CH.AA.000;TL.DD.002
CH.AA.000;TL.DD.006
CH.AA.001;BA.AA.000
CH.AA.001;CH.AA.000
CH.AA.001;ER.HH.001
CH.AA.001;HB.AA.007
CH.AA.001;HB.AA.008
CH.AA.001;HB.AA.009
CH.AA.001;HB.AA.017
CH.AA.001;HB.AA.018
CH.AA.001;SI.AA.000
CH.AA.001;SI.AA.001
CH.AA.001;TL.EE.012
CH.AA.001;TS.AA.001
CH.AA.001;TS.AA.002
CH.AA.002;PS.AA.000
CH.AA.002;SI.CC.001
CH.AA.003;CH.AA.000
CH.AA.003;HB.AA.019
CH.AA.003;KD.FF.013
CH.AA.003;KD.FF.017
CH.AA.003;KD.II.001
CH.AA.003;LD.GG.009
CH.AA.004;ER.EE.006
CH.AA.004;NP.BB.003
CH.AA.004;PS.CC.002
CH.AA.004;PS.DD.005
CH.AA.004;PS.GG.006
CH.AA.004;PS.II.009
CH.AA.004;TL.HH.003
CH.AA.004;TL.II.002
CH.AA.004;TL.II.008
CH.AA.004;TL.II.012
CH.AA.004;TS.AA.011
CH.AA.005;BD.AA.007
CH.AA.005;BD.DD.003
CH.AA.005;BD.DD.006
CH.AA.005;CH.AA.000
CH.AA.005;IS.CC.005
CH.AA.005;KD.II.003
CH.AA.005;PS.DD.005
CH.AA.005;PS.JJ.003
CH.AA.005;TL.DD.005
CH.BB.001;CH.BB.002
CH.BB.001;CH.BB.003
CH.BB.001;CH.BB.004
CH.BB.001;CH.BB.005
CH.BB.001;CH.BB.006
CH.BB.002;AB.GG.006
CH.BB.002;CH.AA.000
CH.BB.002;CH.BB.001
CH.BB.002;ER.EE.001
CH.BB.003;BD.JJ.003
CH.BB.003;CH.BB.001
CH.BB.003;CH.BB.002
CH.BB.003;ER.CC.005
CH.BB.003;FT.GG.001
CH.BB.003;IS.CC.004
CH.BB.003;KD.EE.002
CH.BB.003;PS.FF.003
CH.BB.003;TL.CC.005
CH.BB.003;TL.DD.002
CH.BB.003;TL.HH.006
CH.BB.004;CH.BB.001
CH.BB.004;IS.BB.011
CH.BB.004;KD.JJ.004
CH.BB.005;AB.BB.003
CH.BB.005;CH.BB.001
CH.BB.005;CH.BB.004
CH.BB.005;IS.CC.005
CH.BB.005;LD.EE.002
CH.BB.005;PD.BB.000
CH.BB.006;AB.BB.006
CH.BB.006;CH.AA.000
CH.BB.006;CH.BB.001
CH.BB.006;CH.BB.005
CH.BB.006;DS.KK.006
CH.BB.006;IS.CC.003
CH.BB.006;IS.CC.005
CH.BB.006;LD.FF.003
DD.AA.000;DD.AA.001
DD.AA.000;DD.AA.002
DD.AA.000;DD.AA.003
DD.AA.000;DD.AA.004
DD.AA.000;DD.AA.005
DD.AA.000;DD.AA.006
DD.AA.000;DD.AA.007
DD.AA.001;AB.GG.004
DD.AA.001;BD.BB.001
DD.AA.001;DS.BB.001
DD.AA.001;DS.DD.001
DD.AA.001;LD.AA.000
DD.AA.001;PS.DD.001
DD.AA.002;BM.AA.007
DD.AA.002;DD.AA.003
DD.AA.002;KD.DD.002
DD.AA.002;LD.AA.000
DD.AA.002;LD.EE.003
DD.AA.003;DD.AA.004
DD.AA.003;TL.HH.005
DD.AA.003;TL.JJ.007
DD.AA.004;DD.AA.005
DD.AA.004;TL.EE.007
DD.AA.004;TL.GG.010
DD.AA.005;HB.AA.007
DD.AA.005;HB.AA.018
DD.AA.005;KD.DD.002
DD.AA.005;KD.FF.003
DD.AA.005;MS.BB.001
DD.AA.005;SI.AA.001
DD.AA.005;TL.DD.002
DD.AA.006;KD.BB.006
DD.AA.006;KD.DD.002
DD.AA.006;KD.DD.003
DD.AA.006;KD.FF.003
DD.AA.006;KD.FF.010
DD.AA.006;LD.FF.003
DD.AA.006;PS.GG.019
DD.AA.006;TL.LL.001
DD.AA.007;KD.FF.017
DD.AA.007;SI.AA.002
DP.AA.000;DP.AA.001
DP.AA.000;DP.AA.002
DP.AA.000;DP.AA.003
DP.AA.000;DP.AA.004
DP.AA.000;DP.AA.005
DP.AA.000;DP.BB.001
DP.AA.001;DP.AA.002
DP.AA.001;DS.AA.002
DP.AA.001;HB.AA.005
DP.AA.002;AB.GG.004
DP.AA.002;AB.GG.005
DP.AA.002;BD.AA.000
DP.AA.002;BD.AA.005
DP.AA.002;BD.HH.001
DP.AA.002;BD.II.002
DP.AA.002;DS.AA.002
DP.AA.002;DS.KK.002
DP.AA.002;KD.LL.003
DP.AA.003;AB.AA.000
DP.AA.003;AB.DD.004
DP.AA.003;BD.AA.005
DP.AA.003;BD.AA.007
DP.AA.003;BD.HH.001
DP.AA.003;BM.AA.008
DP.AA.003;DD.AA.001
DP.AA.003;DS.AA.001
DP.AA.003;DS.AA.002
DP.AA.003;DS.BB.001
DP.AA.003;DS.BB.006
DP.AA.003;DS.CC.002
DP.AA.003;DS.CC.004
DP.AA.003;DS.KK.005
DP.AA.003;SI.AA.010
DP.AA.003;TL.FF.002
DP.AA.004;BD.HH.002
DP.AA.004;DS.DD.001
DP.AA.004;DS.KK.004
DP.AA.004;KD.FF.023
DP.AA.004;KD.GG.008
DP.AA.004;LD.GG.009
DP.AA.004;PS.EE.001
DP.AA.004;PS.FF.003
DP.AA.004;SI.AA.009
DP.AA.004;SI.AA.010
DP.AA.004;SI.AA.012
DP.AA.004;TL.EE.002
DP.AA.004;TL.II.008
DP.AA.005;AB.DD.001
DP.AA.005;AB.DD.006
DP.AA.005;AB.FF.002
DP.AA.005;BD.HH.001
DP.AA.005;BM.AA.006
DP.AA.005;CH.BB.006
DP.AA.005;DS.BB.006
DP.AA.005;DS.DD.001
DP.AA.005;DS.DD.005
DP.AA.005;KD.BB.006
DP.AA.005;KD.BB.007
DP.AA.005;KD.DD.002
DP.AA.005;LD.GG.001
DP.AA.005;NP.BB.001
DP.AA.005;NP.BB.002
DP.AA.005;PS.AA.006
DP.AA.005;PS.BB.009
DP.AA.005;PS.FF.003
DP.AA.005;PS.II.009
DP.AA.005;SI.AA.001
DP.AA.005;SI.BB.001
DP.AA.005;TL.BB.003
DP.AA.005;TL.II.008
DP.AA.005;TL.II.012
DP.AA.005;TS.AA.005
DP.BB.001;DP.BB.002
DP.BB.001;DP.BB.003
DP.BB.001;DP.BB.004
DP.BB.001;DP.BB.005
DP.BB.001;DP.BB.006
DP.BB.002;BD.AA.007
DP.BB.002;BD.HH.001
DP.BB.002;BD.JJ.002
DP.BB.002;BD.JJ.003
DP.BB.002;BM.AA.013
DP.BB.002;DS.AA.002
DP.BB.002;KD.EE.002
DP.BB.002;KD.FF.019
DP.BB.002;PS.FF.003
DP.BB.002;TL.CC.005
DP.BB.002;TL.GG.003
DP.BB.003;BD.AA.004
DP.BB.003;BD.AA.007
DP.BB.003;BD.HH.001
DP.BB.003;BD.JJ.003
DP.BB.003;BM.AA.000
DP.BB.003;DP.AA.002
DP.BB.003;DS.BB.001
DP.BB.003;DS.JJ.002
DP.BB.003;KD.FF.003
DP.BB.003;TL.CC.005
DP.BB.003;TL.FF.002
DP.BB.004;LD.AA.000
DP.BB.004;TL.FF.002
DP.BB.004;TL.GG.003
DP.BB.005;PS.JJ.003
DP.BB.006;BC.AA.000
DP.BB.006;SI.AA.001
DS.AA.001;BD.AA.007
DS.AA.001;BD.HH.001
DS.AA.001;DS.AA.002
DS.AA.001;DS.BB.001
DS.AA.001;DS.DD.001
DS.AA.001;DS.JJ.001
DS.AA.001;QD.AA.000
DS.AA.001;SI.AA.009
DS.AA.001;SI.AA.010
DS.AA.002;BD.HH.001
DS.AA.002;DS.AA.001
DS.AA.002;DS.BB.001
DS.AA.002;DS.JJ.001
DS.AA.002;DS.KK.001
DS.AA.002;DS.KK.008
DS.AA.002;HB.AA.010
DS.AA.002;LD.AA.000
DS.AA.002;TL.GG.003
DS.BB.001;DS.BB.002
DS.BB.001;DS.BB.003
DS.BB.001;DS.BB.004
DS.BB.001;DS.BB.005
DS.BB.001;DS.BB.006
DS.BB.001;DS.BB.007
DS.BB.001;DS.BB.008
DS.BB.001;DS.BB.009
DS.BB.001;DS.BB.010
DS.BB.001;DS.CC.002
DS.BB.001;DS.CC.003
DS.BB.001;DS.CC.004
DS.BB.001;DS.DD.002
DS.BB.001;DS.EE.001
DS.BB.001;DS.EE.002
DS.BB.001;DS.EE.003
DS.BB.001;DS.FF.002
DS.BB.001;DS.FF.003
DS.BB.001;DS.FF.004
DS.BB.001;DS.FF.005
DS.BB.001;DS.FF.006
DS.BB.001;DS.FF.007
DS.BB.001;DS.FF.008
DS.BB.001;DS.FF.009
DS.BB.001;DS.FF.010
DS.BB.001;DS.HH.002
DS.BB.001;DS.HH.003
DS.BB.001;DS.II.002
DS.BB.001;DS.II.003
DS.BB.001;DS.II.004
DS.BB.001;DS.II.005
DS.BB.001;DS.II.006
DS.BB.001;HB.AA.008
DS.BB.001;HB.AA.009
DS.BB.001;IS.CC.002
DS.BB.001;IS.CC.003
DS.BB.001;IS.CC.004
DS.BB.001;IS.CC.005
DS.BB.001;IS.CC.007
DS.BB.001;IS.CC.008
DS.BB.001;IS.CC.009
DS.BB.001;PS.DD.002
DS.BB.001;PS.DD.006
DS.BB.001;PS.DD.007
DS.BB.002;DS.BB.006
DS.BB.002;DS.BB.007
DS.BB.002;KD.GG.007
DS.BB.002;PS.AA.006
DS.BB.002;PS.FF.003
DS.BB.002;SI.AA.009
DS.BB.002;SI.AA.010
DS.BB.002;TS.AA.013
DS.BB.003;AB.DD.004
DS.BB.003;AB.DD.005
DS.BB.003;AB.DD.007
DS.BB.003;AB.DD.008
DS.BB.003;AB.GG.004
DS.BB.003;DS.BB.002
DS.BB.003;DS.BB.004
DS.BB.003;DS.BB.006
DS.BB.003;KD.FF.024
DS.BB.003;KD.GG.006
DS.BB.003;LD.GG.003
DS.BB.003;LD.GG.009
DS.BB.003;PS.FF.003
DS.BB.003;TL.BB.003
DS.BB.004;AB.BB.001
DS.BB.004;AB.DD.006
DS.BB.004;AB.DD.007
DS.BB.004;AB.DD.008
DS.BB.004;AB.GG.004
DS.BB.004;DS.BB.001
DS.BB.004;DS.BB.002
DS.BB.004;DS.BB.006
DS.BB.004;LD.GG.002
DS.BB.004;LD.GG.003
DS.BB.005;AB.BB.009
DS.BB.005;BD.CC.001
DS.BB.005;BD.CC.004
DS.BB.005;BD.HH.006
DS.BB.005;DS.BB.006
DS.BB.005;KD.GG.006
DS.BB.005;PS.BB.006
DS.BB.005;PS.CC.006
DS.BB.005;PS.GG.016
DS.BB.005;TL.GG.005
DS.BB.006;AB.DD.004
DS.BB.006;AB.DD.005
DS.BB.006;AB.DD.008
DS.BB.006;DS.BB.003
DS.BB.006;DS.BB.004
DS.BB.006;DS.BB.007
